-0.00989747,0.034601226,-0.02072881,0.011234098,0.033976227,-0.07112702,-0.08825495,-0.04244413,0.026020462,0.099628575,0.011352894,0.050720043,-0.09539696,-0.018569546,0.0111633865,-0.0342347,-0.0010975153,-0.067084774,0.018999884,0.05221019,-0.07184525,-0.028646147,-0.054980014,-0.03167425,-0.01089353,0.013658194,0.07509168,0.06899337,-0.0974804,-0.020425465,0.03174123,0.051449995,-0.06746958,0.070189014,-0.05586863,-0.04726958,0.04196458,-0.12233251,0.02533263,0.014872817,0.023356777,0.048559472,0.041809466,-0.09258948,-0.113492705,0.058650658,0.02180141,0.016136445,0.0008813818,-0.08378219,OWNX
0.06807505,0.033851102,0.10184792,-0.01869727,0.05357704,-0.14640184,-0.15336557,-0.076200716,0.10952486,0.19938855,-0.059791703,0.11552745,-0.09398848,0.04689406,-0.09567382,-0.02969364,-0.06480309,-0.24279831,0.050618522,0.052022368,-0.08898801,-0.08281142,-0.1358764,-0.08796897,0.12889463,-0.025730453,0.18542638,-0.026489088,-0.1540528,-0.005244262,0.00203256,0.12434488,0.034409348,0.07308157,-0.10615302,-0.04371552,0.1608063,-0.15477759,-0.06284608,0.14022577,0.005118306,0.10152929,-0.0048180586,-0.07671415,-0.24634954,-0.02333811,-0.087168686,0.09025563,-0.05867982,-0.09839025,MISC
-0.010776208,0.0029617085,-0.004810952,-0.016548328,-0.03574461,0.015334008,-0.012533265,0.017602196,0.004345742,-0.03406399,-0.016836742,-0.013475785,-0.016218534,-0.012725766,-0.011476609,0.022181846,-0.0213443,-0.01993779,0.006860908,-0.0152665945,0.0032708605,0.0060285996,0.038866572,0.009613277,-0.006048362,-0.016411418,-0.007168094,-0.0048732003,-0.020302173,0.009029876,0.0104768695,-0.03925468,-0.008617684,0.005017283,-0.022796651,0.025816638,0.01566398,-0.015951075,0.008799285,-0.0075721396,-0.028196866,0.008064193,0.01742677,0.04540679,-0.04778257,0.0016067978,-0.023721,0.027422007,0.037432846,-0.02457495,MISC
-0.017104711,0.064773455,-0.014706444,0.025501968,0.030306568,-0.087373756,-0.15855153,-0.07231522,0.04866899,0.13624606,-0.029190395,0.09107648,-0.1248686,0.013445655,0.0018830296,-0.052090637,0.010336787,-0.1193275,0.02928253,0.06121482,-0.10372969,-0.039366987,-0.091202356,-0.06035084,0.0039098775,0.010238089,0.1571899,0.08289777,-0.17993952,-0.0036558665,0.03479318,0.08724755,-0.09942919,0.11481623,-0.10128483,-0.06717152,0.073922895,-0.17986459,0.022316035,0.057765685,0.007833891,0.09047013,0.022910506,-0.12998691,-0.13462354,0.046412155,0.0128318295,0.022351367,-0.00097552966,-0.1150989,AIMX
-0.0129987,0.07306272,-0.052161366,0.03872959,0.02250821,-0.014242341,0.041577246,-0.0020455502,0.028369922,-0.029197311,0.025485445,0.02856168,-0.06866132,0.010827107,0.0907112,-0.027995277,0.026283002,0.04708984,0.09366915,-0.010977097,-0.012529301,0.026123773,0.0061550285,-0.039698333,-0.03413993,-0.0275515,-0.0042758724,0.03357685,-0.09869733,0.04727644,0.0046157255,0.017608762,-0.06281052,0.034860883,-0.008907443,-0.014765988,-0.051265966,-0.0060519185,0.039056983,-0.057195432,0.036380574,-0.021836815,0.02407329,-0.08430387,0.023301266,0.006487397,0.069635354,-0.019425616,0.023329556,-0.040484324,OWNX
-0.0043457523,0.0062152334,0.023392102,-0.019198695,0.015799966,0.0058797617,0.021264182,-0.0011257551,0.00818248,-0.012600787,-0.020851206,0.02607799,0.0020841314,0.0062826923,0.018243892,0.009211269,0.0048575015,0.026795655,0.010124693,-0.00026536,-0.004458703,-0.0115423305,-0.005890773,-0.003077661,-0.0055920733,-0.0034620378,0.0028944463,-0.0133318,-0.015327738,0.0019945714,-0.012329061,0.003793103,0.00988382,-0.0074985498,-0.008054728,0.0309035,0.0011179413,0.03178729,-0.005856543,0.0023935842,-0.002782346,0.005300617,-0.0016200984,0.03615665,-0.019943962,-0.025138944,0.0041462616,0.029443242,0.025631497,-0.011195738,OWNX
-0.010736186,0.0042589153,0.0047276653,-0.0051288507,0.0058893757,0.01974408,0.0064219926,0.0030148937,0.013107569,-0.011379691,0.024529945,0.003961339,-0.0023644709,-0.014460196,0.00802808,-0.008764678,-0.0074296454,-0.017521199,0.012644509,-0.00287294,-0.019052519,0.009017333,0.00068116904,-0.021496603,-0.029723225,0.016372018,-0.0133793065,0.018672198,-0.023835706,-0.00028557068,0.028194742,-0.003112783,-0.02961458,0.019428492,-0.011666586,0.012760994,-0.002176354,-0.025616629,0.013063723,0.0005162613,-0.0067459256,0.0006261561,0.011451249,-0.006720748,0.009603247,-0.007917311,0.019685756,0.009765371,0.01713535,-0.0069949785,OWNX
0.01834917,-0.020220006,-0.0076760016,0.035812486,0.03279511,-0.04011601,-0.053067047,0.014520543,0.022347296,0.08748467,-0.03310847,-0.0034196822,0.04883672,0.054193642,-0.008252519,-0.03208392,0.004075012,-0.013634944,0.0061315037,0.005166296,0.019325413,0.06624089,-0.017215772,-0.06433184,-0.0017529181,-0.0033641555,-0.011396226,0.019387146,-0.0092902705,-0.025560899,0.041945003,-0.013583657,0.023300862,-0.02197862,0.054257322,-0.028050007,0.014707893,-0.037425347,-0.021762,0.04456803,-0.008953601,0.024393119,-0.0115030315,-0.075900756,0.0534685,0.021916436,-0.011321275,-0.016161658,-0.029988198,-0.015270773,MISC
-0.0048934794,0.0116726,0.038015176,-0.032902636,0.015361421,-0.10148351,-0.14381765,-0.056306038,0.059510045,0.14808138,-0.017896034,0.07854903,-0.09465159,-0.00086976134,-0.04873,-0.053659514,0.00033391488,-0.11058697,-0.037237708,0.0910852,-0.07943965,-0.07227735,-0.07877781,-0.051279932,0.057422984,0.009908717,0.14997388,0.03493667,-0.12186232,-0.030282503,-0.00094109285,0.11282009,-0.05277063,0.09069891,-0.07668058,-0.045601107,0.12165162,-0.10649706,0.011427706,0.08043321,-0.013870491,0.0745427,0.029277489,-0.051560443,-0.2103714,0.053438816,-0.040069997,0.06834804,-0.0275535,-0.060583692,MISC
0.0034794305,0.01517582,0.04864813,-0.056293223,0.05058819,-0.1114036,-0.070860445,-0.09385104,0.13663061,0.07286317,0.058063626,0.09448996,-0.13460985,0.007885721,-0.04290066,-0.03514896,0.040549822,-0.12490773,0.08752894,0.062471483,-0.012016768,-0.093468614,-0.07553269,-0.054272126,0.123848625,-0.007136013,0.20733918,-0.015434444,-0.1970143,0.11018015,-0.03777206,0.16651674,-0.0506027,0.19248101,-0.060125593,-0.00063939043,0.1351843,-0.042049717,-0.008524209,0.051893108,0.015852094,0.019554809,0.07068916,0.006702448,-0.19400315,0.006262877,0.012123501,0.089136444,-0.065766014,-0.0657149,MISC
